"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Acalymma vittatum|Striped Cucumber Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, foliar|Natural soil|Field natural|3|Formulation||3.0||NR||NR|oz/acre|||||||||||||||||Population|Control|LOEL||3.0||NR||NR|||oz/acre|Not reported||2||NR||NR|Day(s)|Nixon,K.L.|175435|Potential Impact of Neonicotinoid Insecticides on Honey Bees (Apis mellifera) in Muskmelon Production|M.S.Thesis, Purdue University, West Lafayette, IN:71 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||75||NR||NR|Acalymma vittatum|Striped Cucumber Beetle|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, foliar|Natural soil|Field natural|3|Formulation||3.67||NR||NR|oz/acre|||||||||||||||||Population|Control|NOEL||3.67||NR||NR|||oz/acre|Not reported||20||NR||NR|Day(s)|Nixon,K.L.|175435|Potential Impact of Neonicotinoid Insecticides on Honey Bees (Apis mellifera) in Muskmelon Production|M.S.Thesis, Purdue University, West Lafayette, IN:71 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||40||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Egg||NR||NR||NR|Not reported|Dipped or soaked|No substrate|Lab|2|Active ingredient||0.06/||NR/||NR/|AI kg/ha|||||||||||||||||Mortality|Mortality|LOEL||0.06/||NR/||NR/|||AI kg/ha|Not reported||14||NR||NR|Day(s)|Koppel,A.L., D.A.,Jr. Herbert, T.P. Kuhar, S. Malone, and M. Arrington|173177|Efficacy of Selected Insecticides Against Eggs of Euschistus servus and Acrosternum hilare (Hemiptera: Pentatomidae) and the Egg Parasitoid Telenomus podisi (Hymenoptera: Scelionidae)|J. Econ. Entomol.104:137-142|2011|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||40||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Egg||NR||NR||NR|Not reported|Environmental, unspecified|No substrate|Field natural|2|Active ingredient||0.06/||NR/||NR/|AI kg/ha|||||||||||||||||Mortality|Mortality|NOEL||0.06/||NR/||NR/|||AI kg/ha|Not reported||15||NR||NR|Day(s)|Koppel,A.L., D.A.,Jr. Herbert, T.P. Kuhar, S. Malone, and M. Arrington|173177|Efficacy of Selected Insecticides Against Eggs of Euschistus servus and Acrosternum hilare (Hemiptera: Pentatomidae) and the Egg Parasitoid Telenomus podisi (Hymenoptera: Scelionidae)|J. Econ. Entomol.104:137-142|2011|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Adalia bipunctata|Two Spotted Lady Beetle|Insects/Spiders|Larva||4||NR||NR|Instar|Topical, general|No substrate|Lab|6|Active ingredient||232.37||158.01||368.78|AI mg/L|||||||||||||||||Mortality|Mortality|LC50||232.37||158.01||368.78|||AI mg/L|Not reported||1||NR||NR|Day(s)|Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi|169059|Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies|J. Insect Sci.14(35): 8 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Adalia bipunctata|Two Spotted Lady Beetle|Insects/Spiders|Larva||4||NR||NR|Instar|Topical, general|No substrate|Lab|6|Active ingredient||750||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LOEL||750||NR||NR|||AI mg/L|Not reported||1||NR||NR|Day(s)|Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi|169059|Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies|J. Insect Sci.14(35): 8 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Larva||2||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Development|Metamorphosis|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||10||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Larva||2||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Development|Emergence|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||10||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||2||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||3||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Pupa||2||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Development|Emergence|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||NR||NR||NR|Pupa to adult|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||4||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||5||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|LOEL||50/||NR/||NR/|||AI g/ha|Not reported||1||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Aenasius arizonensis|Endoparasitoid|Insects/Spiders|Adult||1||NR||NR|Day(s)|Environmental, unspecified|No substrate|Lab|2|Active ingredient||50/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Mortality|NR-LETH||50/||NR/||NR/|||AI g/ha|Not reported||2||NR||NR|Day(s)|Nidheesh,T.D., A.N. Shylesha, and K. Sharma|187553|Effect of Some Insecticides on Aenasius arizonensis (Girault) Parasitizing Cotton Mealybug Phenacoccus solenopsis Tinsley|Indian J. Entomol.82(4): 731-734|2020|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Agonoscena pistaciae|Pistachio Psyllid|Insects/Spiders|Nymph||5||NR||NR|Instar|Dipped or soaked|No substrate|Lab|6|Active ingredient||56.35||43.70||68.37|AI mg/L|||||||||||||||||Mortality|Mortality|LC50||56.35||43.70||68.37|||AI mg/L|Not reported||1||NR||NR|Day(s)|Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi|169059|Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies|J. Insect Sci.14(35): 8 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||25||NR||NR|Agonoscena pistaciae|Pistachio Psyllid|Insects/Spiders|Nymph||5||NR||NR|Instar|Dipped or soaked|No substrate|Lab|6|Active ingredient||25||NR||NR|AI mg/L|||||||||||||||||Mortality|Mortality|LOEL||25||NR||NR|||AI mg/L|Not reported||1||NR||NR|Day(s)|Amirzade,N., H. Izadi, M.A. Jalali, and H. Zohdi|169059|Evaluation of Three Neonicotinoid Insecticides Against the Common Pistachio Psylla, Agonoscena pistaciae, and Its Natural Enemies|J. Insect Sci.14(35): 8 p.|2014|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|>=6|Formulation||0.17||0.13||0.21|%|||||||||||||||||Mortality|Mortality|LC50||0.17||0.13||0.21|||%|Not reported|<=|301||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|>=6|Formulation||0.35||0.27||0.43|%|||||||||||||||||Mortality|Mortality|LC90||0.35||0.27||0.43|||%|Not reported|<=|301||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|2|Formulation||0.5||NR||NR|%|||||||||||||||||Mortality|Survival|LT50||0.5||NR||NR|||%|Not reported||73.5||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|2|Formulation||0.5||NR||NR|%|||||||||||||||||Mortality|Survival|LT90||0.5||NR||NR|||%|Not reported||164.5||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|2|Active ingredient||1.0||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|NOEL||1.0||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
153719234|3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|2|Active ingredient||1.0||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|NOEL||1.0||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
