"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Unmeasured||NR||NR||NR|Aedes sollicitans|Mosquito|Insects/Spiders|Adult||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|NR|Formulation||1.80||1.46||2.24|ppm|||||||||||||||||Mortality|Mortality|LC50||1.80||1.46||2.24|||ppm|Not reported||1||NR||NR|Day(s)|Huang,S.|119693|Cytochrome P450 Monooxygenases in the Eastern Salt Marsh Mosquito Aedes sollicitans (Walker) (Diptera: Culicidae)|Ph.D.Thesis, Rutgers, The State University of New Jersey, New Brunswick, NJ:121 p.|2006|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Unmeasured||NR||NR||NR|Aedes sollicitans|Mosquito|Insects/Spiders|Adult||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|NR|Formulation||2.34||1.88||2.97|ppm|||||||||||||||||Mortality|Mortality|LC50||2.34||1.88||2.97|||ppm|Not reported||1||NR||NR|Day(s)|Huang,S.|119693|Cytochrome P450 Monooxygenases in the Eastern Salt Marsh Mosquito Aedes sollicitans (Walker) (Diptera: Culicidae)|Ph.D.Thesis, Rutgers, The State University of New Jersey, New Brunswick, NJ:121 p.|2006|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Unmeasured||NR||NR||NR|Aedes sollicitans|Mosquito|Insects/Spiders|Adult||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|NR|Formulation||1.52||1.23||1.87|ppm|||||||||||||||||Mortality|Mortality|LC50||1.52||1.23||1.87|||ppm|Not reported||1||NR||NR|Day(s)|Huang,S.|119693|Cytochrome P450 Monooxygenases in the Eastern Salt Marsh Mosquito Aedes sollicitans (Walker) (Diptera: Culicidae)|Ph.D.Thesis, Rutgers, The State University of New Jersey, New Brunswick, NJ:121 p.|2006|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Unmeasured||NR||NR||NR|Aedes sollicitans|Mosquito|Insects/Spiders|Adult||NR||NR||NR|Not reported|Topical, general|No substrate|Lab|NR|Formulation||1.26||1.00||1.54|ppm|||||||||||||||||Mortality|Mortality|LC50||1.26||1.00||1.54|||ppm|Not reported||1||NR||NR|Day(s)|Huang,S.|119693|Cytochrome P450 Monooxygenases in the Eastern Salt Marsh Mosquito Aedes sollicitans (Walker) (Diptera: Culicidae)|Ph.D.Thesis, Rutgers, The State University of New Jersey, New Brunswick, NJ:121 p.|2006|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Not reported||40||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not reported||10||NR||NR|Day(s)|Oral via capsule|No substrate|Field artificial|2|Active ingredient|>|5000||NR||NR|AI ppm diet|||||||||||||||||Mortality|Mortality|LC50|>|5000||NR||NR|||AI ppm diet|Not reported||8||NR||NR|Day(s)|Hill,E.F., R.G. Heath, J.W. Spann, and J.D. Williams|35243|Lethal Dietary Toxicities of Environmental Pollutants to Birds|Spec. Sci. Rep. Wildl.191:61 p.|1975|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not reported|Not reported||90||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not reported||10||NR||NR|Day(s)|Oral via capsule|No substrate|Field artificial|2|Active ingredient|>|5000||NR||NR|AI ppm diet|||||||||||||||||Mortality|Mortality|LC50|>|5000||NR||NR|||AI ppm diet|Not reported||8||NR||NR|Day(s)|Hill,E.F., R.G. Heath, J.W. Spann, and J.D. Williams|35243|Lethal Dietary Toxicities of Environmental Pollutants to Birds|Spec. Sci. Rep. Wildl.191:61 p.|1975|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not coded|Not coded||87||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||8||NR||NR|Day(s)|Food|No substrate|Lab|NC|Active ingredient|>|5000||NR||NR|ppm|||||||||||||||||Mortality|Mortality|LC50|>|5000||NR||NR|||ppm|Not coded||8||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Technical grade, technical product, technical formulation|Not coded||NC||NC||NC|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||14||NR||NR|Week(s)|Oral via capsule|No substrate|Lab|NC|Active ingredient|>|19.8||NR||NR|mg/kg org|||||||||||||||||Mortality|Mortality|LD50|>|19.8||NR||NR|||mg/kg org|Not coded||14||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not coded|Not coded||90||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||NC||NC||NC|Not coded|Food|No substrate|Lab|NC|Active ingredient||60||NR||NR|ppm|||||||||||||||||Growth|Growth, general|LOEL||60||NR||NR|||ppm|Not coded||154||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
10453868|2,2-Dimethyl-3-(2-methyl-1-propen-1-yl)cyclopropanecarboxylic acid [5-(phenylmethyl)-3-furanyl]methyl ester|Not coded|Not coded||87||NR||NR|Anas platyrhynchos|Mallard Duck|Birds; Standard Test Species|Not coded||8||NR||NR|Day(s)|Food|No substrate|Lab|NC|Active ingredient|>|5000||NR||NR|ppm|||||||||||||||||Mortality|Mortality|NOEL|>|5000||NR||NR|||ppm|Not coded||8||NR||NR|Day(s)|U.S. Environmental Protection Agency|344|Pesticide Ecotoxicity Database (Formerly: Environmental Effects Database (EEDB))|Environmental Fate and Effects Division, U.S.EPA, Washington, D.C.:|1992|
