"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|>=6|Formulation||0.23||0.19||0.28|%|||||||||||||||||Mortality|Mortality|LC50||0.23||0.19||0.28|||%|Not reported|<=|301||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|>=6|Formulation||0.52||0.44||0.60|%|||||||||||||||||Mortality|Mortality|LC90||0.52||0.44||0.60|||%|Not reported|<=|301||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.1||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|LOEL||0.1||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.01||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|LOEL||0.01||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.01||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|LOEL||0.01||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.01||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|LOEL||0.01||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.01||NR||NR|%|||||||||||||||||Behavior|Distance moved, change in direct movement|LOEL||0.01||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|2|Formulation||0.75||NR||NR|%|||||||||||||||||Mortality|Survival|LT50||0.75||NR||NR|||%|Not reported||24.5||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Direct application|No substrate|Lab|2|Formulation||0.75||NR||NR|%|||||||||||||||||Mortality|Survival|LT90||0.75||NR||NR|||%|Not reported||66.5||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, J.H. Tolman, and H.O. Saavedra|108458|Mortality of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), After Topical Application of Various Insecticides|J. Econ. Entomol.101(2): 375-383|2008|
79538322|(1R,3R)-rel-3-[(1Z)-2-Chloro-3,3,3-trifluoro-1-propen-1-yl]-2,2-dimethylcyclopropanecarboxylic acid (2,3,5,6-tetrafluoro-4-methylphenyl)methyl ester|Not reported|Unmeasured|>|95||NR||NR|Agriotes obscurus|Wireworm|Insects/Spiders|Larva||NR||3||4|Year(s)|Environmental, unspecified|Filter paper|Lab|4|Active ingredient||0.01||NR||NR|%|||||||||||||||||Avoidance|Chemical avoidance|NOEL||0.01||NR||NR|||%|Not reported||.0139||NR||NR|Day(s)|Van Herk,W.G., R.S. Vernon, and B.D. Roitberg|108459|Repellency of a Wireworm, Agriotes obscurus (Coleoptera: Elateridae), on Exposure to Synthetic Insecticides in a Soil-Less Bioassay|Environ. Entomol.37(2): 534-545|2008|
