"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|3|Active ingredient||0.020||NR||NR|AI kg/ha|||||||||||||||||Population|Abundance|LOEL||0.020||NR||NR|||AI kg/ha|Not reported||54||NR||NR|Day(s)|Khan,M.F.R., and R.P. Griffin|153329|Efficacy of Insecticides at Controlling Insect Pests of Tomato in South Carolina|J. Agric. Urban Entomol.16(3): 165-170|1999|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, foliar|No substrate|Field natural|3|Active ingredient||0.018||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.018||NR||NR|||AI lb/acre|Not reported||3||NR||NR|Day(s)|McPherson,R.M., T.H. Mintarsih, and J.D. Taylor|121447|Stink Bug Control in Soybean, 1991|Insectic. Acaric. Tests17:266-267|1992|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, foliar|No substrate|Field natural|3|Active ingredient||0.018||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.018||NR||NR|||AI lb/acre|Not reported||7||NR||NR|Day(s)|McPherson,R.M., T.H. Mintarsih, and J.D. Taylor|121447|Stink Bug Control in Soybean, 1991|Insectic. Acaric. Tests17:266-267|1992|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acrosternum hilare|Stink Bug|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, foliar|No substrate|Field natural|3|Active ingredient||0.025||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|NOEL||0.025||NR||NR|||AI lb/acre|Not reported||14||NR||NR|Day(s)|McPherson,R.M., T.H. Mintarsih, and J.D. Taylor|121447|Stink Bug Control in Soybean, 1991|Insectic. Acaric. Tests17:266-267|1992|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agelaius phoeniceus|Red-Winged Blackbird|Birds; Standard Test Species|Not reported||NR||NR||NR|Not reported|Food|No substrate|Lab|2|Formulation||0.12||NR||NR|ml/kg|||||||||||||||||Feeding behavior|Food consumption|NR||0.12||NR||NR|||ml/kg|Not reported||4||NR||NR|Day(s)|Linz,G.M., H.J. Homan, A.A. Slowik, and L.B. Penry|92506|Evaluation of Registered Pesticides as Repellents for Reducing Blackbird (Icteridae) Damage to Sunflower|Crop Prot.25(8): 842-847|2006|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis ipsilon|Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|3|Active ingredient||0.015/||NR/||NR/|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.015/||NR/||NR/|||AI lb/acre|Not reported||6||NR||NR|Day(s)|Calvin,D.D., and J.E. Losey|155207|Evaluation of Black Cutworm Insecticide Efficacy, 1989|Insectic. Acaric. Tests16:147-|1991|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Larva||NR||NR||NR|Not reported|Spray, hand|Natural soil|Field natural|3|Active ingredient||0.016||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.016||NR||NR|||AI lb/acre|Not reported||NR||21||48|Day(s)|Boetel,M.A., B.W. Fuller, D.J. Thompson, T.S. Voss, and M.P. Smith|91439|Rescue Insecticide Applications for Management of Pale Western Cutworms in Winter Wheat, 1995|Arthropod Manag. Tests21:320-|1996|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis orthogonia|Pale Western Cutworm|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, hand|No substrate|Field natural|4|Active ingredient||0.016||NR||NR|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.016||NR||NR|||AI lb/acre|Not reported||6||NR||NR|Day(s)|Fuller,B.W., M.A. Boetel, M.J. McLeod, and J.M. Jenson|121273|Foliar-Applied Rescue Treatments for Army and Pale Western Cutworm Control in Winter Wheat, 1993|Arthropod Manag. Tests19:295-296|1994|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Agrotis ypsilon|Greasy Cutworm|Insects/Spiders|Larva||NR||3||4|Instar|Environmental, unspecified|No substrate|Field natural|2|Active ingredient||0.016/||NR/||NR/|AI lb/acre|||||||||||||||||Population|Abundance|LOEL||0.016/||NR/||NR/|||AI lb/acre|Not reported||2||NR||NR|Day(s)|Shaw,J.T., K.L. Steffey, M.E. Gray, and J.W. Finger|121414|Efficacy of Registered and Experimental Insecticides for Control of Black Cutworm Larvae, 1996|Arthropod Manag. Tests22:232-|1997|
66841256|2,2-Dimethyl-3-(1,1,2,2-tetrabromoethyl)cyclopropanecarboxylic acid cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Amblyseius fallacis|Predatory Mite|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, ground|No substrate|Field natural|2|Active ingredient||3.2||NR||NR|AI g/ha|||||||||||||||||Population|Abundance|NOEL||3.2||NR||NR|||AI g/ha|Not reported|<=|30.44||NR||NR|Day(s)|Hull,L.A., and V.R. Starner|72001|Impact of Four Synthetic Pyrethroids on Major Natural Enemies and Pests of Apple in Pennsylvania|J. Econ. Entomol.76:122-130|1983|
