"CAS Number "|" Chemical Name"|"Chemical Grade"|"Chemical Analysis Method"|" Chemical Purity Mean Op "|" Chemical Purity Mean(%) "|" Chemical Purity Min Op "|" Chemical Purity Min(%) "|" Chemical Purity Max Op "|" Chemical Purity Max(%)"|"Species Scientific Name "|" Species Common Name"|"Species Group"|"Organism Lifestage"|" Organism Age Mean Op "|" Organism Age Mean "|" Organism Age Min Op "|" Organism Age Min "|" Organism Age Max Op "|" Organism Age Max "|" Organism Age Units"|"Exposure Type"|"Media Type"|"Test Location"|"Number of Doses"|"Conc 1 Type (Author) "|" Conc 1 Mean Op (Author) "|" Conc 1 Mean (Author) "|" Conc 1 Min Op (Author) "|" Conc Min 1 (Author) "|" Conc 1 Max Op (Author) "|" Conc 1 Max (Author) "|" Conc 1 Units (Author) "|" Conc 2 Type (Author) "|" Conc 2 Mean Op (Author) "|" Conc 2 Mean (Author) "|" Conc 2 Min Op (Author) "|" Conc Min 2 (Author) "|" Conc 2 Max Op (Author) "|" Conc 2 Max (Author) "|" Conc 2 Units (Author) "|" Conc 3 Type (Author) "|" Conc 3 Mean Op (Author) "|" Conc 3 Mean (Author) "|" Conc 3 Min Op (Author) "|" Conc Min 3 (Author) "|" Conc 3 Max Op (Author) "|" Conc 3 Max (Author) "|" Conc 3 Units (Author)"|Effect|"Effect Measurement"|"Endpoint "|" Observed Response Mean Op "|" Observed Response Mean "|" Observed Response Min Op "|" Observed Response Min "|" Observed Response Max Op "|" Observed Response Max "|" Result Statistical Method "|" Observed Response Value "|" Observed Response Units"|"Response Site"|"Observed Duration Op (Days) "|" Observed Duration (Days) "|" Observed Duration Min Op (Days) "|" Observed Duration Min (Days) "|" Observed Duration Max Op (Days) "|" Observed Duration Max (Days) "|" Observed Duration Units (Days)"|"Author "|" Reference Number "|" Title "|" Source "|" Publication Year"|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Abelmoschus esculentus|Okra|Flowers, Trees, Shrubs, Ferns|Not reported||35||NR||NR|Days post planting/sowing|Spray, hand|Natural soil|Field natural|2|Formulation||0.0015/||NR/||NR/|%|||||||||||||||||Population|Biomass|NOEL||0.0015/||NR/||NR/|||%|Not reported||NR||NR||NR|Harvest|Ahmad,H., and S.M.A. Rizvi|89018|Efficacy of Pyrethroids and Some Conventional Insecticides Against Earias vitella in Okra|Indian J. Plant Prot.22(1): 65-68|1994|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Abelmoschus esculentus|Okra|Flowers, Trees, Shrubs, Ferns|Not reported||NR||NR||NR|Not reported|Spray, hand|Not reported|Field natural|2|Formulation||0.01/||NR/||NR/|%|||||||||||||||||Population|Biomass|NOEL||0.01/||NR/||NR/|||%|Not reported||NR||NR||NR|Harvest|Surekha,J.|187865|Management of Fruit Borer of Bhendi with Organic Sources of NPK and Certain Insecticides and Its Effect on Bhendi Yield|Pestology24(8): 35-39|2000|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Gas chromatograph standard |Unmeasured||0.2||NR||NR|Acacia nilotica ssp. adstringens|Gum Arabic Tree|Flowers, Trees, Shrubs, Ferns|Seed||NR||NR||NR|Not reported|Topical, general|Not reported|Lab|2|Active ingredient||100||NR||NR|mg/kg|||||||||||||||||Reproduction|Germination|NOEL||100||NR||NR|||mg/kg|Seed||152.2||NR||NR|Day(s)|Cardet,C., T. Kandji, A. Delobel, and P. Danthu|108969|Efficiency of Neem and Groundnut Oils in Protecting Leguminous Tree Seeds Against Seed Beetles in the Sahel|Agrofor. Syst.40(1): 29-40|1998|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||0.2||NR||NR|Acacia tortilis ssp. raddiana|Israeli Babool|Flowers, Trees, Shrubs, Ferns|Seed||NR||NR||NR|Not reported|Topical, general|Not reported|Lab|2|Formulation||100||NR||NR|mg/kg|||||||||||||||||Reproduction|Germination|NOEL||100||NR||NR|||mg/kg|Seed||152.2||NR||NR|Day(s)|Cardet,C., T. Kandji, A. Delobel, and P. Danthu|108969|Efficiency of Neem and Groundnut Oils in Protecting Leguminous Tree Seeds Against Seed Beetles in the Sahel|Agrofor. Syst.40(1): 29-40|1998|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acanthinus sp.|Antlike Flower Beetle|Insects/Spiders|Adult||NR||NR||NR|Not reported|Environmental, unspecified|Litter|Lab|9|Active ingredient||0.0592||0.0489||0.0709|AI mM|||||||||||||||||Mortality|Mortality|LC50||0.0592||0.0489||0.0709|||AI mM|Not reported||1||NR||NR|Day(s)|Bacci,L., M.C. Picanco, J.F. Rosado, G.A. Silva, A.L.B. Crespo, E.J.G. Pereira, and J.C. Martins|157446|Conservation of Natural Enemies in Brassica Crops: Comparative Selectivity of Insecticides in the Management of Brevicoryne brassicae (Hemiptera: Sternorrhyncha: Aphididae)|Appl. Entomol. Zool.44(1): 103-113|2009|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acanthinus sp.|Antlike Flower Beetle|Insects/Spiders|Adult||NR||NR||NR|Not reported|Environmental, unspecified|Litter|Lab|'6-11|Active ingredient||0.1669||0.1331||0.2183|AI mg/ml|||||||||||||||||Mortality|Mortality|LC90||0.1669||0.1331||0.2183|||AI mg/ml|Not reported||1||NR||NR|Day(s)|Bacci,L., J.F. Rosado, M.C. Picanco, E.J.G. Pereira, G.A. Silva, and J.C. Martins|162810|Concentration-Mortality Responses of Myzus persicae and Natural Enemies to Selected Insecticides|J. Environ. Sci. Health A Toxic Hazard. Subst. Environ. Eng.47(12): 1930-1937|2012|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acanthoscelides obtectus|Bean Weevil|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Culture medium|Culture|Lab|NR|Formulation||0.17||0.12||0.21|mg/kg|||||||||||||||||Mortality|Mortality|LC50||0.17||0.12||0.21|||mg/kg|Not reported||3||NR||NR|Day(s)|Daglish,G.J., E.A. Hall, M.J. Zorzetto, T.M. Lambkin, and J.M. Erbacher|70523|Evaluation of Protectants for Control of Acanthoscelides obtectus (Say) (Coleoptera:  Bruchidae) in Navybeans (Phaseolus vulgaris (L.))|J. Stored Prod. Res.29(3): 215-219|1993|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acanthoscelides obtectus|Bean Weevil|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Culture medium|Culture|Lab|NR|Formulation||2.2||1.3||5.3|mg/kg|||||||||||||||||Mortality|Mortality|LC99||2.2||1.3||5.3|||mg/kg|Not reported||3||NR||NR|Day(s)|Daglish,G.J., E.A. Hall, M.J. Zorzetto, T.M. Lambkin, and J.M. Erbacher|70523|Evaluation of Protectants for Control of Acanthoscelides obtectus (Say) (Coleoptera:  Bruchidae) in Navybeans (Phaseolus vulgaris (L.))|J. Stored Prod. Res.29(3): 215-219|1993|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acherontia styx|Death's-head Hawkmoth|Insects/Spiders|Egg||NR||NR||NR|Not reported|Spray, foliar|No substrate|Field natural|2|Active ingredient||15/||NR/||NR/|AI g/ha|||||||||||||||||Mortality|Hatch|LOEL||15/||NR/||NR/|||AI g/ha|Not reported||6||NR||NR|Day(s)|Goel,S.C., and S. Kumar|154388|Ovicidal Action of Synthetic Pyrethroids on the Eggs of Bihar Hairy Caterpillar, Spilosoma obliqua (Walker) and Sesamum sphinx, Acherontia styx (West Wood)|Entomon16(3): 237-239|1991|
52918635|(1R,3R)-3-(2,2-Dibromoethenyl)-2,2-dimethylcyclopropanecarboxylic acid (S)cyano(3-phenoxyphenyl)methyl ester|Not reported|Unmeasured||NR||NR||NR|Acrididae|Grasshopper Family|Insects/Spiders|Not reported||NR||NR||NR|Not reported|Spray, aerial|No substrate|Field natural|2|Formulation||14.0/||NR/||NR/|g/ha|||||||||||||||||Population|Abundance|NOEL||14.0/||NR/||NR/|||g/ha|Not reported||168||NR||NR|Day(s)|Peveling,R., A.N. McWilliam, P. Nagel, H. Rasolomanana, Raholijaona, L. Rakotomianina, A. Ravoninjatovo, C.F. Dewhurst,|86493|Impact of Locust Control on Harvester Termites and Endemic Vertebrate Predators in Madagascar|J. Appl. Ecol.40(4): 729-741|2003|
